ProductID,date,inventory_level
P075,2023-10-01,44
P076,2023-10-01,505
P077,2023-10-01,155
P078,2023-10-01,81
P079,2023-10-01,196
P080,2023-10-01,475
P081,2023-10-01,94
P082,2023-10-01,846
P083,2023-10-01,407
P084,2023-10-01,0
P085,2023-10-01,569
P086,2023-10-01,234
P087,2023-10-01,366
P088,2023-10-01,53
P089,2023-10-01,65
P090,2023-10-01,242
P091,2023-10-01,163
P092,2023-10-01,278
P093,2023-10-01,60
P094,2023-10-01,200
P095,2023-10-01,157
P096,2023-10-01,137
P097,2023-10-01,380
P098,2023-10-01,73
P099,2023-10-01,311
P100,2023-10-01,29
P101,2023-10-01,335
P102,2023-10-01,347
P103,2023-10-01,69
P104,2023-10-01,606
P105,2023-10-01,153
P106,2023-10-01,131
P107,2023-10-01,247
P108,2023-10-01,27
P109,2023-10-01,192
P110,2023-10-01,135
P111,2023-10-01,1313
P112,2023-10-01,175
P113,2023-10-01,142
P114,2023-10-01,570
P115,2023-10-01,132
P116,2023-10-01,121
P117,2023-10-01,176
P118,2023-10-01,71
P119,2023-10-01,105
P120,2023-10-01,55
P121,2023-10-01,808
P122,2023-10-01,289
P123,2023-10-01,98
P124,2023-10-01,620
P125,2023-10-01,362
P126,2023-10-01,79
P127,2023-10-01,509
P128,2023-10-01,283
P129,2023-10-01,447
P130,2023-10-01,51
P131,2023-10-01,255
P132,2023-10-01,452
P133,2023-10-01,1025
P134,2023-10-01,777
P135,2023-10-01,77
P136,2023-10-01,305
P137,2023-10-01,218
P138,2023-10-01,1340
P139,2023-10-01,18
P140,2023-10-01,28
P141,2023-10-01,59
P142,2023-10-01,553
P143,2023-10-01,0
P144,2023-10-01,901
P145,2023-10-01,149
P146,2023-10-01,91
P147,2023-10-01,132
P148,2023-10-01,548
P149,2023-10-01,546
P150,2023-10-01,453
P151,2023-10-01,39
P152,2023-10-01,160
P153,2023-10-01,234
P154,2023-10-01,70
P155,2023-10-01,874
P156,2023-10-01,235
P157,2023-10-01,468
P158,2023-10-01,53
P159,2023-10-01,262
P160,2023-10-01,368
P161,2023-10-01,40
P162,2023-10-01,71
P163,2023-10-01,831
P164,2023-10-01,293
P165,2023-10-01,185
P166,2023-10-01,97
P167,2023-10-01,350
P168,2023-10-01,133
P169,2023-10-01,547
P170,2023-10-01,247
P171,2023-10-01,289
P172,2023-10-01,333
P173,2023-10-01,64
P174,2023-10-01,652
P175,2023-10-01,244
P176,2023-10-01,215
P177,2023-10-01,2209
P178,2023-10-01,105
P179,2023-10-01,117
P180,2023-10-01,4
P181,2023-10-01,186
P182,2023-10-01,50
P183,2023-10-01,29
P184,2023-10-01,690
P185,2023-10-01,67
P186,2023-10-01,16
P187,2023-10-01,486
P188,2023-10-01,202
P189,2023-10-01,771
P190,2023-10-01,63
P191,2023-10-01,390
P192,2023-10-01,86
P193,2023-10-01,383
P194,2023-10-01,229
P195,2023-10-01,177
P196,2023-10-01,247
P197,2023-10-01,142
P198,2023-10-01,48
P199,2023-10-01,681
P200,2023-10-01,212
P201,2023-10-01,62
P202,2023-10-01,64
P203,2023-10-01,171
P204,2023-10-01,116
P205,2023-10-01,1497
P206,2023-10-01,164
P207,2023-10-01,103
P208,2023-10-01,300
P209,2023-10-01,39
P210,2023-10-01,291
P211,2023-10-01,696
P212,2023-10-01,124
P213,2023-10-01,396
P214,2023-10-01,261
P215,2023-10-01,222
P216,2023-10-01,596
P217,2023-10-01,72
P218,2023-10-01,265
P219,2023-10-01,5
P220,2023-10-01,155
P221,2023-10-01,253
P222,2023-10-01,103
P223,2023-10-01,254
P224,2023-10-01,177
P225,2023-10-01,168
P226,2023-10-01,105
P227,2023-10-01,87
P228,2023-10-01,219
P229,2023-10-01,168
P230,2023-10-01,88
P231,2023-10-01,44
P232,2023-10-01,481
P233,2023-10-01,60
P234,2023-10-01,52
P235,2023-10-01,283
P236,2023-10-01,34
P237,2023-10-01,63
P238,2023-10-01,489
P239,2023-10-01,1197
P240,2023-10-01,39
P241,2023-10-01,146
P242,2023-10-01,227
P243,2023-10-01,109
P244,2023-10-01,218
P245,2023-10-01,185
P246,2023-10-01,506
P247,2023-10-01,830
P248,2023-10-01,336
P249,2023-10-01,947
P250,2023-10-01,188
P001,2023-11-01,274
P002,2023-11-01,146
P003,2023-11-01,260
P004,2023-11-01,800
P005,2023-11-01,124
P006,2023-11-01,27
P007,2023-11-01,218
P008,2023-11-01,141
P009,2023-11-01,423
P010,2023-11-01,86
P011,2023-11-01,176
P012,2023-11-01,185
P013,2023-11-01,467
P014,2023-11-01,95
P015,2023-11-01,503
P016,2023-11-01,377
P017,2023-11-01,28
P018,2023-11-01,109
P019,2023-11-01,187
P020,2023-11-01,178
P021,2023-11-01,159
P022,2023-11-01,179
P023,2023-11-01,59
P024,2023-11-01,42
P025,2023-11-01,301
P026,2023-11-01,594
P027,2023-11-01,162
P028,2023-11-01,181
P029,2023-11-01,155
P030,2023-11-01,516
P031,2023-11-01,165
P032,2023-11-01,33
P033,2023-11-01,571
P034,2023-11-01,842
P035,2023-11-01,235
P036,2023-11-01,24
P037,2023-11-01,521
P038,2023-11-01,480
P039,2023-11-01,441
P040,2023-11-01,178
P041,2023-11-01,151
P042,2023-11-01,64
P043,2023-11-01,602
P044,2023-11-01,356
P045,2023-11-01,24
P046,2023-11-01,328
P047,2023-11-01,712
P048,2023-11-01,50
P049,2023-11-01,147
P050,2023-11-01,203
P051,2023-11-01,85
P052,2023-11-01,110
P053,2023-11-01,206
P054,2023-11-01,319
P055,2023-11-01,371
P056,2023-11-01,778
P057,2023-11-01,306
P058,2023-11-01,90
P059,2023-11-01,36
P060,2023-11-01,963
P061,2023-11-01,140
P062,2023-11-01,215
P063,2023-11-01,507
P064,2023-11-01,231
P065,2023-11-01,554
P066,2023-11-01,1324
P067,2023-11-01,463
P068,2023-11-01,391
P069,2023-11-01,58
P070,2023-11-01,849
P071,2023-11-01,458
P072,2023-11-01,39
P073,2023-11-01,385
P074,2023-11-01,233
P075,2023-11-01,220
P076,2023-11-01,401
P077,2023-11-01,130
P078,2023-11-01,43
P079,2023-11-01,162
P080,2023-11-01,427
P081,2023-11-01,61
P082,2023-11-01,587
P083,2023-11-01,303
P084,2023-11-01,1690
P085,2023-11-01,425
P086,2023-11-01,101
P087,2023-11-01,142
P088,2023-11-01,19
P089,2023-11-01,30
P090,2023-11-01,176
P091,2023-11-01,95
P092,2023-11-01,83
P093,2023-11-01,19
P094,2023-11-01,109
P095,2023-11-01,74
P096,2023-11-01,69
P097,2023-11-01,308
P098,2023-11-01,378
P099,2023-11-01,130
P100,2023-11-01,392
P101,2023-11-01,282
P102,2023-11-01,255
P103,2023-11-01,530
P104,2023-11-01,460
P105,2023-11-01,112
P106,2023-11-01,90
P107,2023-11-01,221
P108,2023-11-01,341
P109,2023-11-01,106
P110,2023-11-01,72
P111,2023-11-01,1148
P112,2023-11-01,119
P113,2023-11-01,105
P114,2023-11-01,479
P115,2023-11-01,43
P116,2023-11-01,362
P117,2023-11-01,110
P118,2023-11-01,560
P119,2023-11-01,81
P120,2023-11-01,177
P121,2023-11-01,730
P122,2023-11-01,226
P123,2023-11-01,47
P124,2023-11-01,527
P125,2023-11-01,248
P126,2023-11-01,38
P127,2023-11-01,411
P128,2023-11-01,187
P129,2023-11-01,349
P130,2023-11-01,22
P131,2023-11-01,169
P132,2023-11-01,371
P133,2023-11-01,942
P134,2023-11-01,575
P135,2023-11-01,918
P136,2023-11-01,243
P137,2023-11-01,138
P138,2023-11-01,1269
P139,2023-11-01,183
P140,2023-11-01,138
P141,2023-11-01,243
P142,2023-11-01,420
P143,2023-11-01,635
P144,2023-11-01,701
P145,2023-11-01,117
P146,2023-11-01,58
P147,2023-11-01,79
P148,2023-11-01,459
P149,2023-11-01,479
P150,2023-11-01,416
P151,2023-11-01,409
P152,2023-11-01,128
P153,2023-11-01,131
P154,2023-11-01,1
P155,2023-11-01,802
P156,2023-11-01,150
P157,2023-11-01,362
P158,2023-11-01,273
P159,2023-11-01,209
P160,2023-11-01,280
P161,2023-11-01,6
P162,2023-11-01,275
P163,2023-11-01,690
P164,2023-11-01,174
P165,2023-11-01,147
P166,2023-11-01,0
P167,2023-11-01,276
P168,2023-11-01,678
P169,2023-11-01,483
P170,2023-11-01,146
P171,2023-11-01,141
P172,2023-11-01,264
P173,2023-11-01,1299
P174,2023-11-01,540
P175,2023-11-01,183
P176,2023-11-01,133
P177,2023-11-01,2054
P178,2023-11-01,31
P179,2023-11-01,72
P180,2023-11-01,123
P181,2023-11-01,65
P182,2023-11-01,461
P183,2023-11-01,169
P184,2023-11-01,632
P185,2023-11-01,532
P186,2023-11-01,201
P187,2023-11-01,387
P188,2023-11-01,84
P189,2023-11-01,405
P190,2023-11-01,456
P191,2023-11-01,297
P192,2023-11-01,936
P193,2023-11-01,336
P194,2023-11-01,166
P195,2023-11-01,130
P196,2023-11-01,221
P197,2023-11-01,63
P198,2023-11-01,19
P199,2023-11-01,554
P200,2023-11-01,169
P201,2023-11-01,528
P202,2023-11-01,0
P203,2023-11-01,30
P204,2023-11-01,20
P205,2023-11-01,790
P206,2023-11-01,130
P207,2023-11-01,564
P208,2023-11-01,233
P209,2023-11-01,463
P210,2023-11-01,0
P211,2023-11-01,626
P212,2023-11-01,84
P213,2023-11-01,296
P214,2023-11-01,195
P215,2023-11-01,188
P216,2023-11-01,472
P217,2023-11-01,27
P218,2023-11-01,215
P219,2023-11-01,434
P220,2023-11-01,46
P221,2023-11-01,160
P222,2023-11-01,22
P223,2023-11-01,199
P224,2023-11-01,134
P225,2023-11-01,139
P226,2023-11-01,65
P227,2023-11-01,16
P228,2023-11-01,1874
P229,2023-11-01,115
P230,2023-11-01,33
P231,2023-11-01,20
P232,2023-11-01,414
P233,2023-11-01,36
P234,2023-11-01,9
P235,2023-11-01,172
P236,2023-11-01,4
P237,2023-11-01,322
P238,2023-11-01,381
P239,2023-11-01,1062
P240,2023-11-01,177
P241,2023-11-01,93
P242,2023-11-01,79
P243,2023-11-01,18
P244,2023-11-01,172
P245,2023-11-01,134
P246,2023-11-01,468
P247,2023-11-01,790
P248,2023-11-01,285
P249,2023-11-01,825
P250,2023-11-01,159
P001,2023-12-01,231
P002,2023-12-01,113
P003,2023-12-01,209
P004,2023-12-01,684
P005,2023-12-01,95
P006,2023-12-01,173
P007,2023-12-01,127
P008,2023-12-01,0
P009,2023-12-01,323
P010,2023-12-01,0
P011,2023-12-01,109
P012,2023-12-01,103
P013,2023-12-01,262
P014,2023-12-01,74
P015,2023-12-01,399
P016,2023-12-01,300
P017,2023-12-01,194
P018,2023-12-01,76
P019,2023-12-01,148
P020,2023-12-01,1222
P021,2023-12-01,112
P022,2023-12-01,142
P023,2023-12-01,7
P024,2023-12-01,184
P025,2023-12-01,221
P026,2023-12-01,425
P027,2023-12-01,110
P028,2023-12-01,112
P029,2023-12-01,124
P030,2023-12-01,353
P031,2023-12-01,114
P032,2023-12-01,142
P033,2023-12-01,456
P034,2023-12-01,708
P035,2023-12-01,164
P036,2023-12-01,126
P037,2023-12-01,333
P038,2023-12-01,414
P039,2023-12-01,344
P040,2023-12-01,140
P041,2023-12-01,87
P042,2023-12-01,379
P043,2023-12-01,468
P044,2023-12-01,263
P045,2023-12-01,199
P046,2023-12-01,240
P047,2023-12-01,541
P048,2023-12-01,444
P049,2023-12-01,47
P050,2023-12-01,173
P051,2023-12-01,53
P052,2023-12-01,50
P053,2023-12-01,150
P054,2023-12-01,245
P055,2023-12-01,300
P056,2023-12-01,592
P057,2023-12-01,231
P058,2023-12-01,463
P059,2023-12-01,347
P060,2023-12-01,805
P061,2023-12-01,103
P062,2023-12-01,172
P063,2023-12-01,388
P064,2023-12-01,173
P065,2023-12-01,440
P066,2023-12-01,1253
P067,2023-12-01,353
P068,2023-12-01,299
P069,2023-12-01,590
P070,2023-12-01,685
P071,2023-12-01,315
P072,2023-12-01,628
P073,2023-12-01,336
P074,2023-12-01,186
P075,2023-12-01,169
P076,2023-12-01,294
P077,2023-12-01,104
P078,2023-12-01,153
P079,2023-12-01,122
P080,2023-12-01,200
P081,2023-12-01,34
P082,2023-12-01,551
P083,2023-12-01,192
P084,2023-12-01,1407
P085,2023-12-01,243
P086,2023-12-01,1021
P087,2023-12-01,939
P088,2023-12-01,215
P089,2023-12-01,107
P090,2023-12-01,125
P091,2023-12-01,37
P092,2023-12-01,58
P093,2023-12-01,197
P094,2023-12-01,30
P095,2023-12-01,323
P096,2023-12-01,282
P097,2023-12-01,240
P098,2023-12-01,315
P099,2023-12-01,0
P100,2023-12-01,325
P101,2023-12-01,222
P102,2023-12-01,143
P103,2023-12-01,404
P104,2023-12-01,305
P105,2023-12-01,80
P106,2023-12-01,39
P107,2023-12-01,189
P108,2023-12-01,284
P109,2023-12-01,19
P110,2023-12-01,220
P111,2023-12-01,933
P112,2023-12-01,64
P113,2023-12-01,82
P114,2023-12-01,395
P115,2023-12-01,455
P116,2023-12-01,267
P117,2023-12-01,26
P118,2023-12-01,479
P119,2023-12-01,51
P120,2023-12-01,122
P121,2023-12-01,452
P122,2023-12-01,189
P123,2023-12-01,189
P124,2023-12-01,457
P125,2023-12-01,107
P126,2023-12-01,268
P127,2023-12-01,332
P128,2023-12-01,89
P129,2023-12-01,256
P130,2023-12-01,117
P131,2023-12-01,96
P132,2023-12-01,268
P133,2023-12-01,824
P134,2023-12-01,371
P135,2023-12-01,753
P136,2023-12-01,171
P137,2023-12-01,75
P138,2023-12-01,1146
P139,2023-12-01,145
P140,2023-12-01,100
P141,2023-12-01,196
P142,2023-12-01,290
P143,2023-12-01,589
P144,2023-12-01,558
P145,2023-12-01,92
P146,2023-12-01,35
P147,2023-12-01,29
P148,2023-12-01,359
P149,2023-12-01,411
P150,2023-12-01,280
P151,2023-12-01,345
P152,2023-12-01,99
P153,2023-12-01,705
P154,2023-12-01,176
P155,2023-12-01,784
P156,2023-12-01,84
P157,2023-12-01,243
P158,2023-12-01,176
P159,2023-12-01,141
P160,2023-12-01,201
P161,2023-12-01,171
P162,2023-12-01,216
P163,2023-12-01,475
P164,2023-12-01,49
P165,2023-12-01,100
P166,2023-12-01,497
P167,2023-12-01,203
P168,2023-12-01,558
P169,2023-12-01,399
P170,2023-12-01,122
P171,2023-12-01,0
P172,2023-12-01,198
P173,2023-12-01,1118
P174,2023-12-01,424
P175,2023-12-01,113
P176,2023-12-01,90
P177,2023-12-01,1846
P178,2023-12-01,252
P179,2023-12-01,18
P180,2023-12-01,93
P181,2023-12-01,495
P182,2023-12-01,391
P183,2023-12-01,125
P184,2023-12-01,557
P185,2023-12-01,480
P186,2023-12-01,162
P187,2023-12-01,230
P188,2023-12-01,792
P189,2023-12-01,0
P190,2023-12-01,389
P191,2023-12-01,224
P192,2023-12-01,788
P193,2023-12-01,263
P194,2023-12-01,77
P195,2023-12-01,79
P196,2023-12-01,104
P197,2023-12-01,464
P198,2023-12-01,104
P199,2023-12-01,409
P200,2023-12-01,118
P201,2023-12-01,448
P202,2023-12-01,396
P203,2023-12-01,410
P204,2023-12-01,409
P205,2023-12-01,530
P206,2023-12-01,97
P207,2023-12-01,468
P208,2023-12-01,178
P209,2023-12-01,384
P210,2023-12-01,714
P211,2023-12-01,555
P212,2023-12-01,46
P213,2023-12-01,201
P214,2023-12-01,119
P215,2023-12-01,148
P216,2023-12-01,377
P217,2023-12-01,192
P218,2023-12-01,155
P219,2023-12-01,364
P220,2023-12-01,610
P221,2023-12-01,57
P222,2023-12-01,333
P223,2023-12-01,135
P224,2023-12-01,84
P225,2023-12-01,102
P226,2023-12-01,19
P227,2023-12-01,215
P228,2023-12-01,1697
P229,2023-12-01,81
P230,2023-12-01,195
P231,2023-12-01,158
P232,2023-12-01,321
P233,2023-12-01,11
P234,2023-12-01,127
P235,2023-12-01,725
P236,2023-12-01,188
P237,2023-12-01,244
P238,2023-12-01,238
P239,2023-12-01,758
P240,2023-12-01,148
P241,2023-12-01,49
P242,2023-12-01,817
P243,2023-12-01,354
P244,2023-12-01,121
P245,2023-12-01,86
P246,2023-12-01,453
P247,2023-12-01,683
P248,2023-12-01,224
P249,2023-12-01,728
P250,2023-12-01,131
P001,2024-01-01,178
P002,2024-01-01,69
P003,2024-01-01,144
P004,2024-01-01,567
P005,2024-01-01,59
P006,2024-01-01,112
P007,2024-01-01,47
P008,2024-01-01,853
P009,2024-01-01,253
P010,2024-01-01,200
P011,2024-01-01,43
P012,2024-01-01,675
P013,2024-01-01,121
P014,2024-01-01,48
P015,2024-01-01,287
P016,2024-01-01,238
P017,2024-01-01,140
P018,2024-01-01,45
P019,2024-01-01,112
P020,2024-01-01,1005
P021,2024-01-01,68
P022,2024-01-01,109
P023,2024-01-01,126
P024,2024-01-01,138
P025,2024-01-01,158
P026,2024-01-01,268
P027,2024-01-01,59
P028,2024-01-01,37
P029,2024-01-01,86
P030,2024-01-01,201
P031,2024-01-01,11
P032,2024-01-01,117
P033,2024-01-01,336
P034,2024-01-01,590
P035,2024-01-01,85
P036,2024-01-01,93
P037,2024-01-01,0
P038,2024-01-01,226
P039,2024-01-01,166
P040,2024-01-01,118
P041,2024-01-01,45
P042,2024-01-01,168
P043,2024-01-01,325
P044,2024-01-01,71
P045,2024-01-01,160
P046,2024-01-01,182
P047,2024-01-01,424
P048,2024-01-01,292
P049,2024-01-01,483
P050,2024-01-01,146
P051,2024-01-01,20
P052,2024-01-01,400
P053,2024-01-01,76
P054,2024-01-01,180
P055,2024-01-01,225
P056,2024-01-01,438
P057,2024-01-01,174
P058,2024-01-01,346
P059,2024-01-01,254
P060,2024-01-01,713
P061,2024-01-01,68
P062,2024-01-01,121
P063,2024-01-01,268
P064,2024-01-01,115
P065,2024-01-01,327
P066,2024-01-01,1215
P067,2024-01-01,229
P068,2024-01-01,217
P069,2024-01-01,498
P070,2024-01-01,516
P071,2024-01-01,217
P072,2024-01-01,494
P073,2024-01-01,253
P074,2024-01-01,134
P075,2024-01-01,129
P076,2024-01-01,184
P077,2024-01-01,68
P078,2024-01-01,109
P079,2024-01-01,88
P080,2024-01-01,141
P081,2024-01-01,0
P082,2024-01-01,388
P083,2024-01-01,96
P084,2024-01-01,1278
P085,2024-01-01,65
P086,2024-01-01,912
P087,2024-01-01,710
P088,2024-01-01,169
P089,2024-01-01,65
P090,2024-01-01,58
P091,2024-01-01,429
P092,2024-01-01,372
P093,2024-01-01,169
P094,2024-01-01,277
P095,2024-01-01,223
P096,2024-01-01,217
P097,2024-01-01,176
P098,2024-01-01,247
P099,2024-01-01,227
P100,2024-01-01,122
P101,2024-01-01,146
P102,2024-01-01,814
P103,2024-01-01,292
P104,2024-01-01,166
P105,2024-01-01,45
P106,2024-01-01,357
P107,2024-01-01,153
P108,2024-01-01,238
P109,2024-01-01,230
P110,2024-01-01,163
P111,2024-01-01,663
P112,2024-01-01,382
P113,2024-01-01,55
P114,2024-01-01,316
P115,2024-01-01,374
P116,2024-01-01,148
P117,2024-01-01,241
P118,2024-01-01,387
P119,2024-01-01,20
P120,2024-01-01,78
P121,2024-01-01,384
P122,2024-01-01,142
P123,2024-01-01,145
P124,2024-01-01,388
P125,2024-01-01,831
P126,2024-01-01,227
P127,2024-01-01,212
P128,2024-01-01,628
P129,2024-01-01,164
P130,2024-01-01,79
P131,2024-01-01,18
P132,2024-01-01,175
P133,2024-01-01,703
P134,2024-01-01,100
P135,2024-01-01,541
P136,2024-01-01,84
P137,2024-01-01,456
P138,2024-01-01,1046
P139,2024-01-01,101
P140,2024-01-01,67
P141,2024-01-01,138
P142,2024-01-01,159
P143,2024-01-01,535
P144,2024-01-01,366
P145,2024-01-01,74
P146,2024-01-01,2
P147,2024-01-01,340
P148,2024-01-01,249
P149,2024-01-01,340
P150,2024-01-01,246
P151,2024-01-01,285
P152,2024-01-01,68
P153,2024-01-01,556
P154,2024-01-01,122
P155,2024-01-01,341
P156,2024-01-01,38
P157,2024-01-01,131
P158,2024-01-01,74
P159,2024-01-01,89
P160,2024-01-01,105
P161,2024-01-01,142
P162,2024-01-01,142
P163,2024-01-01,339
P164,2024-01-01,773
P165,2024-01-01,60
P166,2024-01-01,401
P167,2024-01-01,127
P168,2024-01-01,443
P169,2024-01-01,337
P170,2024-01-01,49
P171,2024-01-01,452
P172,2024-01-01,136
P173,2024-01-01,991
P174,2024-01-01,350
P175,2024-01-01,55
P176,2024-01-01,30
P177,2024-01-01,1271
P178,2024-01-01,173
P179,2024-01-01,232
P180,2024-01-01,65
P181,2024-01-01,378
P182,2024-01-01,324
P183,2024-01-01,85
P184,2024-01-01,464
P185,2024-01-01,384
P186,2024-01-01,129
P187,2024-01-01,155
P188,2024-01-01,654
P189,2024-01-01,2595
P190,2024-01-01,321
P191,2024-01-01,153
P192,2024-01-01,637
P193,2024-01-01,186
P194,2024-01-01,0
P195,2024-01-01,38
P196,2024-01-01,74
P197,2024-01-01,295
P198,2024-01-01,69
P199,2024-01-01,306
P200,2024-01-01,78
P201,2024-01-01,372
P202,2024-01-01,377
P203,2024-01-01,266
P204,2024-01-01,293
P205,2024-01-01,342
P206,2024-01-01,65
P207,2024-01-01,395
P208,2024-01-01,88
P209,2024-01-01,300
P210,2024-01-01,414
P211,2024-01-01,461
P212,2024-01-01,11
P213,2024-01-01,127
P214,2024-01-01,55
P215,2024-01-01,100
P216,2024-01-01,237
P217,2024-01-01,136
P218,2024-01-01,104
P219,2024-01-01,307
P220,2024-01-01,496
P221,2024-01-01,699
P222,2024-01-01,255
P223,2024-01-01,77
P224,2024-01-01,42
P225,2024-01-01,30
P226,2024-01-01,232
P227,2024-01-01,132
P228,2024-01-01,1501
P229,2024-01-01,46
P230,2024-01-01,137
P231,2024-01-01,130
P232,2024-01-01,214
P233,2024-01-01,140
P234,2024-01-01,95
P235,2024-01-01,551
P236,2024-01-01,156
P237,2024-01-01,172
P238,2024-01-01,91
P239,2024-01-01,636
P240,2024-01-01,105
P241,2024-01-01,338
P242,2024-01-01,692
P243,2024-01-01,292
P244,2024-01-01,82
P245,2024-01-01,54
P246,2024-01-01,407
P247,2024-01-01,630
P248,2024-01-01,76
P249,2024-01-01,627
P250,2024-01-01,99
P001,2024-02-01,143
P002,2024-02-01,32
P003,2024-02-01,76
P004,2024-02-01,454
P005,2024-02-01,32
P006,2024-02-01,78
P007,2024-02-01,608
P008,2024-02-01,807
P009,2024-02-01,168
P010,2024-02-01,111
P011,2024-02-01,421
P012,2024-02-01,552
P013,2024-02-01,0
P014,2024-02-01,20
P015,2024-02-01,196
P016,2024-02-01,188
P017,2024-02-01,75
P018,2024-02-01,15
P019,2024-02-01,80
P020,2024-02-01,808
P021,2024-02-01,18
P022,2024-02-01,79
P023,2024-02-01,70
P024,2024-02-01,81
P025,2024-02-01,82
P026,2024-02-01,106
P027,2024-02-01,359
P028,2024-02-01,503
P029,2024-02-01,50
P030,2024-02-01,61
P031,2024-02-01,465
P032,2024-02-01,74
P033,2024-02-01,212
P034,2024-02-01,462
P035,2024-02-01,7
P036,2024-02-01,69
P037,2024-02-01,1204
P038,2024-02-01,0
P039,2024-02-01,41
P040,2024-02-01,78
P041,2024-02-01,253
P042,2024-02-01,62
P043,2024-02-01,218
P044,2024-02-01,1153
P045,2024-02-01,118
P046,2024-02-01,121
P047,2024-02-01,0
P048,2024-02-01,232
P049,2024-02-01,402
P050,2024-02-01,111
P051,2024-02-01,210
P052,2024-02-01,341
P053,2024-02-01,26
P054,2024-02-01,108
P055,2024-02-01,158
P056,2024-02-01,190
P057,2024-02-01,98
P058,2024-02-01,226
P059,2024-02-01,170
P060,2024-02-01,570
P061,2024-02-01,40
P062,2024-02-01,67
P063,2024-02-01,132
P064,2024-02-01,53
P065,2024-02-01,243
P066,2024-02-01,1122
P067,2024-02-01,132
P068,2024-02-01,0
P069,2024-02-01,387
P070,2024-02-01,361
P071,2024-02-01,86
P072,2024-02-01,388
P073,2024-02-01,198
P074,2024-02-01,67
P075,2024-02-01,89
P076,2024-02-01,89
P077,2024-02-01,44
P078,2024-02-01,73
P079,2024-02-01,37
P080,2024-02-01,100
P081,2024-02-01,190
P082,2024-02-01,298
P083,2024-02-01,836
P084,2024-02-01,1086
P085,2024-02-01,1244
P086,2024-02-01,807
P087,2024-02-01,451
P088,2024-02-01,109
P089,2024-02-01,25
P090,2024-02-01,1
P091,2024-02-01,377
P092,2024-02-01,317
P093,2024-02-01,121
P094,2024-02-01,182
P095,2024-02-01,146
P096,2024-02-01,168
P097,2024-02-01,85
P098,2024-02-01,180
P099,2024-02-01,157
P100,2024-02-01,43
P101,2024-02-01,91
P102,2024-02-01,706
P103,2024-02-01,158
P104,2024-02-01,772
P105,2024-02-01,259
P106,2024-02-01,306
P107,2024-02-01,126
P108,2024-02-01,184
P109,2024-02-01,108
P110,2024-02-01,96
P111,2024-02-01,495
P112,2024-02-01,342
P113,2024-02-01,11
P114,2024-02-01,208
P115,2024-02-01,302
P116,2024-02-01,56
P117,2024-02-01,173
P118,2024-02-01,286
P119,2024-02-01,194
P120,2024-02-01,24
P121,2024-02-01,315
P122,2024-02-01,92
P123,2024-02-01,98
P124,2024-02-01,304
P125,2024-02-01,749
P126,2024-02-01,179
P127,2024-02-01,0
P128,2024-02-01,518
P129,2024-02-01,68
P130,2024-02-01,55
P131,2024-02-01,487
P132,2024-02-01,114
P133,2024-02-01,556
P134,2024-02-01,1644
P135,2024-02-01,335
P136,2024-02-01,542
P137,2024-02-01,392
P138,2024-02-01,942
P139,2024-02-01,68
P140,2024-02-01,38
P141,2024-02-01,94
P142,2024-02-01,40
P143,2024-02-01,450
P144,2024-02-01,203
P145,2024-02-01,45
P146,2024-02-01,180
P147,2024-02-01,282
P148,2024-02-01,134
P149,2024-02-01,283
P150,2024-02-01,199
P151,2024-02-01,227
P152,2024-02-01,37
P153,2024-02-01,431
P154,2024-02-01,69
P155,2024-02-01,218
P156,2024-02-01,308
P157,2024-02-01,4
P158,2024-02-01,380
P159,2024-02-01,6
P160,2024-02-01,23
P161,2024-02-01,112
P162,2024-02-01,65
P163,2024-02-01,68
P164,2024-02-01,626
P165,2024-02-01,37
P166,2024-02-01,304
P167,2024-02-01,49
P168,2024-02-01,300
P169,2024-02-01,271
P170,2024-02-01,443
P171,2024-02-01,307
P172,2024-02-01,65
P173,2024-02-01,694
P174,2024-02-01,246
P175,2024-02-01,0
P176,2024-02-01,387
P177,2024-02-01,982
P178,2024-02-01,79
P179,2024-02-01,187
P180,2024-02-01,37
P181,2024-02-01,291
P182,2024-02-01,243
P183,2024-02-01,43
P184,2024-02-01,374
P185,2024-02-01,306
P186,2024-02-01,101
P187,2024-02-01,49
P188,2024-02-01,498
P189,2024-02-01,2173
P190,2024-02-01,236
P191,2024-02-01,84
P192,2024-02-01,452
P193,2024-02-01,156
P194,2024-02-01,497
P195,2024-02-01,308
P196,2024-02-01,45
P197,2024-02-01,163
P198,2024-02-01,33
P199,2024-02-01,180
P200,2024-02-01,25
P201,2024-02-01,288
P202,2024-02-01,318
P203,2024-02-01,134
P204,2024-02-01,172
P205,2024-02-01,71
P206,2024-02-01,25
P207,2024-02-01,321
P208,2024-02-01,8
P209,2024-02-01,219
P210,2024-02-01,184
P211,2024-02-01,363
P212,2024-02-01,249
P213,2024-02-01,29
P214,2024-02-01,0
P215,2024-02-01,58
P216,2024-02-01,120
P217,2024-02-01,92
P218,2024-02-01,28
P219,2024-02-01,253
P220,2024-02-01,409
P221,2024-02-01,597
P222,2024-02-01,191
P223,2024-02-01,14
P224,2024-02-01,0
P225,2024-02-01,230
P226,2024-02-01,186
P227,2024-02-01,62
P228,2024-02-01,1326
P229,2024-02-01,287
P230,2024-02-01,83
P231,2024-02-01,101
P232,2024-02-01,127
P233,2024-02-01,110
P234,2024-02-01,57
P235,2024-02-01,407
P236,2024-02-01,131
