ProductID,date,quantity_sales
P080,2023-10-01,56
P081,2023-10-01,35
P082,2023-10-01,160
P083,2023-10-01,122
P084,2023-10-01,227
P085,2023-10-01,123
P086,2023-10-01,132
P087,2023-10-01,246
P088,2023-10-01,47
P089,2023-10-01,23
P090,2023-10-01,63
P091,2023-10-01,42
P092,2023-10-01,33
P093,2023-10-01,36
P094,2023-10-01,87
P095,2023-10-01,82
P096,2023-10-01,70
P097,2023-10-01,96
P098,2023-10-01,63
P099,2023-10-01,103
P100,2023-10-01,77
P101,2023-10-01,64
P102,2023-10-01,130
P103,2023-10-01,125
P104,2023-10-01,168
P105,2023-10-01,42
P106,2023-10-01,59
P107,2023-10-01,37
P108,2023-10-01,53
P109,2023-10-01,54
P110,2023-10-01,35
P111,2023-10-01,157
P112,2023-10-01,43
P113,2023-10-01,38
P114,2023-10-01,77
P115,2023-10-01,72
P116,2023-10-01,79
P117,2023-10-01,62
P118,2023-10-01,83
P119,2023-10-01,20
P120,2023-10-01,43
P121,2023-10-01,55
P122,2023-10-01,65
P123,2023-10-01,50
P124,2023-10-01,78
P125,2023-10-01,93
P126,2023-10-01,33
P127,2023-10-01,63
P128,2023-10-01,70
P129,2023-10-01,78
P130,2023-10-01,37
P131,2023-10-01,99
P132,2023-10-01,54
P133,2023-10-01,101
P134,2023-10-01,193
P135,2023-10-01,182
P136,2023-10-01,60
P137,2023-10-01,48
P138,2023-10-01,101
P139,2023-10-01,40
P140,2023-10-01,35
P141,2023-10-01,55
P142,2023-10-01,103
P143,2023-10-01,141
P144,2023-10-01,152
P145,2023-10-01,30
P146,2023-10-01,25
P147,2023-10-01,53
P148,2023-10-01,116
P149,2023-10-01,67
P150,2023-10-01,46
P151,2023-10-01,69
P152,2023-10-01,31
P153,2023-10-01,154
P154,2023-10-01,52
P155,2023-10-01,214
P156,2023-10-01,78
P157,2023-10-01,120
P158,2023-10-01,63
P159,2023-10-01,56
P160,2023-10-01,82
P161,2023-10-01,30
P162,2023-10-01,51
P163,2023-10-01,232
P164,2023-10-01,191
P165,2023-10-01,52
P166,2023-10-01,90
P167,2023-10-01,77
P168,2023-10-01,108
P169,2023-10-01,58
P170,2023-10-01,39
P171,2023-10-01,140
P172,2023-10-01,90
P173,2023-10-01,138
P174,2023-10-01,90
P175,2023-10-01,65
P176,2023-10-01,52
P177,2023-10-01,228
P178,2023-10-01,73
P179,2023-10-01,26
P180,2023-10-01,33
P181,2023-10-01,148
P182,2023-10-01,79
P183,2023-10-01,31
P184,2023-10-01,102
P185,2023-10-01,72
P186,2023-10-01,29
P187,2023-10-01,133
P188,2023-10-01,147
P189,2023-10-01,313
P190,2023-10-01,64
P191,2023-10-01,68
P192,2023-10-01,133
P193,2023-10-01,66
P194,2023-10-01,85
P195,2023-10-01,43
P196,2023-10-01,7
P197,2023-10-01,102
P198,2023-10-01,29
P199,2023-10-01,129
P200,2023-10-01,47
P201,2023-10-01,70
P202,2023-10-01,81
P203,2023-10-01,109
P204,2023-10-01,79
P205,2023-10-01,170
P206,2023-10-01,41
P207,2023-10-01,94
P208,2023-10-01,75
P209,2023-10-01,70
P210,2023-10-01,118
P211,2023-10-01,90
P212,2023-10-01,33
P213,2023-10-01,115
P214,2023-10-01,77
P215,2023-10-01,52
P216,2023-10-01,107
P217,2023-10-01,54
P218,2023-10-01,57
P219,2023-10-01,65
P220,2023-10-01,85
P221,2023-10-01,120
P222,2023-10-01,61
P223,2023-10-01,50
P224,2023-10-01,32
P225,2023-10-01,82
P226,2023-10-01,43
P227,2023-10-01,64
P228,2023-10-01,216
P229,2023-10-01,50
P230,2023-10-01,57
P231,2023-10-01,26
P232,2023-10-01,104
P233,2023-10-01,28
P234,2023-10-01,38
P235,2023-10-01,132
P236,2023-10-01,37
P237,2023-10-01,66
P238,2023-10-01,95
P239,2023-10-01,161
P240,2023-10-01,38
P241,2023-10-01,47
P242,2023-10-01,199
P243,2023-10-01,76
P244,2023-10-01,36
P245,2023-10-01,33
P246,2023-10-01,36
P247,2023-10-01,34
P248,2023-10-01,151
P249,2023-10-01,91
P250,2023-10-01,33
P001,2023-11-01,58
P002,2023-11-01,28
P003,2023-11-01,68
P004,2023-11-01,128
P005,2023-11-01,39
P006,2023-11-01,61
P007,2023-11-01,71
P008,2023-11-01,94
P009,2023-11-01,68
P010,2023-11-01,44
P011,2023-11-01,54
P012,2023-11-01,92
P013,2023-11-01,101
P014,2023-11-01,28
P015,2023-11-01,85
P016,2023-11-01,68
P017,2023-11-01,51
P018,2023-11-01,34
P019,2023-11-01,39
P020,2023-11-01,187
P021,2023-11-01,44
P022,2023-11-01,42
P023,2023-11-01,37
P024,2023-11-01,40
P025,2023-11-01,57
P026,2023-11-01,121
P027,2023-11-01,48
P028,2023-11-01,80
P029,2023-11-01,39
P030,2023-11-01,207
P031,2023-11-01,64
P032,2023-11-01,36
P033,2023-11-01,124
P034,2023-11-01,139
P035,2023-11-01,87
P036,2023-11-01,35
P037,2023-11-01,212
P038,2023-11-01,94
P039,2023-11-01,134
P040,2023-11-01,65
P041,2023-11-01,54
P042,2023-11-01,65
P043,2023-11-01,148
P044,2023-11-01,272
P045,2023-11-01,49
P046,2023-11-01,84
P047,2023-11-01,189
P048,2023-11-01,76
P049,2023-11-01,69
P050,2023-11-01,32
P051,2023-11-01,26
P052,2023-11-01,44
P053,2023-11-01,50
P054,2023-11-01,56
P055,2023-11-01,87
P056,2023-11-01,99
P057,2023-11-01,58
P058,2023-11-01,107
P059,2023-11-01,66
P060,2023-11-01,196
P061,2023-11-01,23
P062,2023-11-01,47
P063,2023-11-01,89
P064,2023-11-01,61
P065,2023-11-01,79
P066,2023-11-01,67
P067,2023-11-01,133
P068,2023-11-01,138
P069,2023-11-01,113
P070,2023-11-01,175
P071,2023-11-01,105
P072,2023-11-01,128
P073,2023-11-01,78
P074,2023-11-01,52
P075,2023-11-01,48
P076,2023-11-01,104
P077,2023-11-01,25
P078,2023-11-01,38
P079,2023-11-01,34
P080,2023-11-01,48
P081,2023-11-01,33
P082,2023-11-01,259
P083,2023-11-01,104
P084,2023-11-01,230
P085,2023-11-01,144
P086,2023-11-01,133
P087,2023-11-01,224
P088,2023-11-01,34
P089,2023-11-01,35
P090,2023-11-01,66
P091,2023-11-01,68
P092,2023-11-01,195
P093,2023-11-01,41
P094,2023-11-01,91
P095,2023-11-01,83
P096,2023-11-01,68
P097,2023-11-01,72
P098,2023-11-01,52
P099,2023-11-01,181
P100,2023-11-01,62
P101,2023-11-01,53
P102,2023-11-01,92
P103,2023-11-01,116
P104,2023-11-01,146
P105,2023-11-01,41
P106,2023-11-01,41
P107,2023-11-01,26
P108,2023-11-01,63
P109,2023-11-01,86
P110,2023-11-01,63
P111,2023-11-01,165
P112,2023-11-01,56
P113,2023-11-01,37
P114,2023-11-01,91
P115,2023-11-01,89
P116,2023-11-01,117
P117,2023-11-01,66
P118,2023-11-01,66
P119,2023-11-01,24
P120,2023-11-01,56
P121,2023-11-01,78
P122,2023-11-01,63
P123,2023-11-01,51
P124,2023-11-01,93
P125,2023-11-01,114
P126,2023-11-01,41
P127,2023-11-01,98
P128,2023-11-01,96
P129,2023-11-01,98
P130,2023-11-01,29
P131,2023-11-01,86
P132,2023-11-01,81
P133,2023-11-01,83
P134,2023-11-01,202
P135,2023-11-01,157
P136,2023-11-01,62
P137,2023-11-01,80
P138,2023-11-01,71
P139,2023-11-01,36
P140,2023-11-01,42
P141,2023-11-01,59
P142,2023-11-01,133
P143,2023-11-01,66
P144,2023-11-01,200
P145,2023-11-01,32
P146,2023-11-01,33
P147,2023-11-01,53
P148,2023-11-01,89
P149,2023-11-01,67
P150,2023-11-01,37
P151,2023-11-01,54
P152,2023-11-01,32
P153,2023-11-01,103
P154,2023-11-01,69
P155,2023-11-01,72
P156,2023-11-01,85
P157,2023-11-01,106
P158,2023-11-01,96
P159,2023-11-01,53
P160,2023-11-01,88
P161,2023-11-01,34
P162,2023-11-01,68
P163,2023-11-01,141
P164,2023-11-01,119
P165,2023-11-01,38
P166,2023-11-01,97
P167,2023-11-01,74
P168,2023-11-01,109
P169,2023-11-01,64
P170,2023-11-01,101
P171,2023-11-01,148
P172,2023-11-01,69
P173,2023-11-01,170
P174,2023-11-01,112
P175,2023-11-01,61
P176,2023-11-01,82
P177,2023-11-01,155
P178,2023-11-01,74
P179,2023-11-01,45
P180,2023-11-01,31
P181,2023-11-01,121
P182,2023-11-01,93
P183,2023-11-01,46
P184,2023-11-01,58
P185,2023-11-01,86
P186,2023-11-01,25
P187,2023-11-01,99
P188,2023-11-01,118
P189,2023-11-01,366
P190,2023-11-01,84
P191,2023-11-01,93
P192,2023-11-01,205
P193,2023-11-01,47
P194,2023-11-01,63
P195,2023-11-01,47
P196,2023-11-01,26
P197,2023-11-01,79
P198,2023-11-01,29
P199,2023-11-01,127
P200,2023-11-01,43
P201,2023-11-01,84
P202,2023-11-01,64
P203,2023-11-01,141
P204,2023-11-01,96
P205,2023-11-01,707
P206,2023-11-01,34
P207,2023-11-01,101
P208,2023-11-01,67
P209,2023-11-01,65
P210,2023-11-01,291
P211,2023-11-01,70
P212,2023-11-01,40
P213,2023-11-01,100
P214,2023-11-01,66
P215,2023-11-01,34
P216,2023-11-01,124
P217,2023-11-01,45
P218,2023-11-01,50
P219,2023-11-01,68
P220,2023-11-01,109
P221,2023-11-01,93
P222,2023-11-01,81
P223,2023-11-01,55
P224,2023-11-01,43
P225,2023-11-01,29
P226,2023-11-01,40
P227,2023-11-01,71
P228,2023-11-01,179
P229,2023-11-01,53
P230,2023-11-01,55
P231,2023-11-01,24
P232,2023-11-01,67
P233,2023-11-01,24
P234,2023-11-01,43
P235,2023-11-01,111
P236,2023-11-01,30
P237,2023-11-01,72
P238,2023-11-01,108
P239,2023-11-01,135
P240,2023-11-01,47
P241,2023-11-01,53
P242,2023-11-01,148
P243,2023-11-01,91
P244,2023-11-01,46
P245,2023-11-01,51
P246,2023-11-01,38
P247,2023-11-01,40
P248,2023-11-01,51
P249,2023-11-01,122
P250,2023-11-01,29
P001,2023-12-01,43
P002,2023-12-01,33
P003,2023-12-01,51
P004,2023-12-01,116
P005,2023-12-01,29
P006,2023-12-01,55
P007,2023-12-01,91
P008,2023-12-01,141
P009,2023-12-01,100
P010,2023-12-01,86
P011,2023-12-01,67
P012,2023-12-01,82
P013,2023-12-01,205
P014,2023-12-01,21
P015,2023-12-01,104
P016,2023-12-01,77
P017,2023-12-01,37
P018,2023-12-01,33
P019,2023-12-01,39
P020,2023-12-01,215
P021,2023-12-01,47
P022,2023-12-01,37
P023,2023-12-01,52
P024,2023-12-01,42
P025,2023-12-01,80
P026,2023-12-01,169
P027,2023-12-01,52
P028,2023-12-01,69
P029,2023-12-01,31
P030,2023-12-01,163
P031,2023-12-01,51
P032,2023-12-01,43
P033,2023-12-01,115
P034,2023-12-01,134
P035,2023-12-01,71
P036,2023-12-01,30
P037,2023-12-01,188
P038,2023-12-01,66
P039,2023-12-01,97
P040,2023-12-01,38
P041,2023-12-01,64
P042,2023-12-01,50
P043,2023-12-01,134
P044,2023-12-01,93
P045,2023-12-01,53
P046,2023-12-01,88
P047,2023-12-01,171
P048,2023-12-01,43
P049,2023-12-01,100
P050,2023-12-01,30
P051,2023-12-01,32
P052,2023-12-01,60
P053,2023-12-01,56
P054,2023-12-01,74
P055,2023-12-01,71
P056,2023-12-01,186
P057,2023-12-01,75
P058,2023-12-01,133
P059,2023-12-01,84
P060,2023-12-01,158
P061,2023-12-01,37
P062,2023-12-01,43
P063,2023-12-01,119
P064,2023-12-01,58
P065,2023-12-01,114
P066,2023-12-01,71
P067,2023-12-01,110
P068,2023-12-01,92
P069,2023-12-01,69
P070,2023-12-01,164
P071,2023-12-01,143
P072,2023-12-01,130
P073,2023-12-01,49
P074,2023-12-01,47
P075,2023-12-01,51
P076,2023-12-01,107
P077,2023-12-01,26
P078,2023-12-01,28
P079,2023-12-01,40
P080,2023-12-01,227
P081,2023-12-01,27
P082,2023-12-01,36
P083,2023-12-01,111
P084,2023-12-01,283
P085,2023-12-01,182
P086,2023-12-01,102
P087,2023-12-01,174
P088,2023-12-01,55
P089,2023-12-01,33
P090,2023-12-01,51
P091,2023-12-01,58
P092,2023-12-01,25
P093,2023-12-01,40
P094,2023-12-01,79
P095,2023-12-01,92
P096,2023-12-01,62
P097,2023-12-01,68
P098,2023-12-01,63
P099,2023-12-01,130
P100,2023-12-01,67
P101,2023-12-01,60
P102,2023-12-01,112
P103,2023-12-01,126
P104,2023-12-01,155
P105,2023-12-01,32
P106,2023-12-01,51
P107,2023-12-01,32
P108,2023-12-01,57
P109,2023-12-01,87
P110,2023-12-01,68
P111,2023-12-01,215
P112,2023-12-01,55
P113,2023-12-01,23
P114,2023-12-01,84
P115,2023-12-01,61
P116,2023-12-01,95
P117,2023-12-01,84
P118,2023-12-01,81
P119,2023-12-01,30
P120,2023-12-01,55
P121,2023-12-01,278
P122,2023-12-01,37
P123,2023-12-01,52
P124,2023-12-01,70
P125,2023-12-01,141
P126,2023-12-01,52
P127,2023-12-01,79
P128,2023-12-01,98
P129,2023-12-01,93
P130,2023-12-01,25
P131,2023-12-01,73
P132,2023-12-01,103
P133,2023-12-01,118
P134,2023-12-01,204
P135,2023-12-01,165
P136,2023-12-01,72
P137,2023-12-01,63
P138,2023-12-01,123
P139,2023-12-01,38
P140,2023-12-01,38
P141,2023-12-01,47
P142,2023-12-01,130
P143,2023-12-01,46
P144,2023-12-01,143
P145,2023-12-01,25
P146,2023-12-01,23
P147,2023-12-01,50
P148,2023-12-01,100
P149,2023-12-01,68
P150,2023-12-01,136
P151,2023-12-01,64
P152,2023-12-01,29
P153,2023-12-01,148
P154,2023-12-01,47
P155,2023-12-01,18
P156,2023-12-01,66
P157,2023-12-01,119
P158,2023-12-01,97
P159,2023-12-01,68
P160,2023-12-01,79
P161,2023-12-01,26
P162,2023-12-01,59
P163,2023-12-01,215
P164,2023-12-01,125
P165,2023-12-01,47
P166,2023-12-01,92
P167,2023-12-01,73
P168,2023-12-01,120
P169,2023-12-01,84
P170,2023-12-01,24
P171,2023-12-01,141
P172,2023-12-01,66
P173,2023-12-01,181
P174,2023-12-01,116
P175,2023-12-01,70
P176,2023-12-01,43
P177,2023-12-01,208
P178,2023-12-01,77
P179,2023-12-01,54
P180,2023-12-01,30
P181,2023-12-01,103
P182,2023-12-01,70
P183,2023-12-01,44
P184,2023-12-01,75
P185,2023-12-01,52
P186,2023-12-01,39
P187,2023-12-01,157
P188,2023-12-01,165
P189,2023-12-01,405
P190,2023-12-01,67
P191,2023-12-01,73
P192,2023-12-01,148
P193,2023-12-01,73
P194,2023-12-01,89
P195,2023-12-01,51
P196,2023-12-01,117
P197,2023-12-01,136
P198,2023-12-01,44
P199,2023-12-01,145
P200,2023-12-01,51
P201,2023-12-01,80
P202,2023-12-01,30
P203,2023-12-01,134
P204,2023-12-01,108
P205,2023-12-01,260
P206,2023-12-01,33
P207,2023-12-01,96
P208,2023-12-01,55
P209,2023-12-01,79
P210,2023-12-01,146
P211,2023-12-01,71
P212,2023-12-01,38
P213,2023-12-01,95
P214,2023-12-01,76
P215,2023-12-01,40
P216,2023-12-01,95
P217,2023-12-01,46
P218,2023-12-01,60
P219,2023-12-01,70
P220,2023-12-01,109
P221,2023-12-01,103
P222,2023-12-01,81
P223,2023-12-01,64
P224,2023-12-01,50
P225,2023-12-01,37
P226,2023-12-01,46
P227,2023-12-01,76
P228,2023-12-01,177
P229,2023-12-01,34
P230,2023-12-01,45
P231,2023-12-01,27
P232,2023-12-01,93
P233,2023-12-01,25
P234,2023-12-01,42
P235,2023-12-01,199
P236,2023-12-01,26
P237,2023-12-01,78
P238,2023-12-01,143
P239,2023-12-01,304
P240,2023-12-01,29
P241,2023-12-01,44
P242,2023-12-01,294
P243,2023-12-01,78
P244,2023-12-01,51
P245,2023-12-01,48
P246,2023-12-01,15
P247,2023-12-01,107
P248,2023-12-01,61
P249,2023-12-01,97
P250,2023-12-01,28
P001,2024-01-01,53
P002,2024-01-01,44
P003,2024-01-01,65
P004,2024-01-01,117
P005,2024-01-01,36
P006,2024-01-01,61
P007,2024-01-01,80
P008,2024-01-01,104
P009,2024-01-01,70
P010,2024-01-01,86
P011,2024-01-01,66
P012,2024-01-01,84
P013,2024-01-01,141
P014,2024-01-01,26
P015,2024-01-01,112
P016,2024-01-01,62
P017,2024-01-01,54
P018,2024-01-01,31
P019,2024-01-01,36
P020,2024-01-01,217
P021,2024-01-01,44
P022,2024-01-01,33
P023,2024-01-01,60
P024,2024-01-01,46
P025,2024-01-01,63
P026,2024-01-01,157
P027,2024-01-01,51
P028,2024-01-01,75
P029,2024-01-01,38
P030,2024-01-01,152
P031,2024-01-01,103
P032,2024-01-01,25
P033,2024-01-01,120
P034,2024-01-01,118
P035,2024-01-01,79
P036,2024-01-01,33
P037,2024-01-01,333
P038,2024-01-01,188
P039,2024-01-01,178
P040,2024-01-01,22
P041,2024-01-01,42
P042,2024-01-01,211
P043,2024-01-01,143
P044,2024-01-01,192
P045,2024-01-01,39
P046,2024-01-01,58
P047,2024-01-01,117
P048,2024-01-01,152
P049,2024-01-01,82
P050,2024-01-01,27
P051,2024-01-01,33
P052,2024-01-01,51
P053,2024-01-01,74
P054,2024-01-01,65
P055,2024-01-01,75
P056,2024-01-01,154
P057,2024-01-01,57
P058,2024-01-01,117
P059,2024-01-01,93
P060,2024-01-01,92
P061,2024-01-01,35
P062,2024-01-01,51
P063,2024-01-01,120
P064,2024-01-01,58
P065,2024-01-01,113
P066,2024-01-01,38
P067,2024-01-01,124
P068,2024-01-01,82
P069,2024-01-01,92
P070,2024-01-01,169
P071,2024-01-01,98
P072,2024-01-01,134
P073,2024-01-01,83
P074,2024-01-01,52
P075,2024-01-01,40
P076,2024-01-01,110
P077,2024-01-01,36
P078,2024-01-01,44
P079,2024-01-01,34
P080,2024-01-01,59
P081,2024-01-01,34
P082,2024-01-01,163
P083,2024-01-01,96
P084,2024-01-01,129
P085,2024-01-01,178
P086,2024-01-01,109
P087,2024-01-01,229
P088,2024-01-01,46
P089,2024-01-01,42
P090,2024-01-01,67
P091,2024-01-01,60
P092,2024-01-01,25
P093,2024-01-01,28
P094,2024-01-01,98
P095,2024-01-01,100
P096,2024-01-01,65
P097,2024-01-01,64
P098,2024-01-01,68
P099,2024-01-01,513
P100,2024-01-01,203
P101,2024-01-01,76
P102,2024-01-01,112
P103,2024-01-01,112
P104,2024-01-01,139
P105,2024-01-01,35
P106,2024-01-01,38
P107,2024-01-01,36
P108,2024-01-01,46
P109,2024-01-01,94
P110,2024-01-01,57
P111,2024-01-01,270
P112,2024-01-01,46
P113,2024-01-01,27
P114,2024-01-01,79
P115,2024-01-01,81
P116,2024-01-01,119
P117,2024-01-01,70
P118,2024-01-01,92
P119,2024-01-01,31
P120,2024-01-01,44
P121,2024-01-01,68
P122,2024-01-01,47
P123,2024-01-01,44
P124,2024-01-01,69
P125,2024-01-01,90
P126,2024-01-01,41
P127,2024-01-01,120
P128,2024-01-01,83
P129,2024-01-01,92
P130,2024-01-01,38
P131,2024-01-01,78
P132,2024-01-01,93
P133,2024-01-01,121
P134,2024-01-01,271
P135,2024-01-01,212
P136,2024-01-01,87
P137,2024-01-01,69
P138,2024-01-01,100
P139,2024-01-01,44
P140,2024-01-01,33
P141,2024-01-01,58
P142,2024-01-01,131
P143,2024-01-01,54
P144,2024-01-01,192
P145,2024-01-01,18
P146,2024-01-01,33
P147,2024-01-01,58
P148,2024-01-01,110
P149,2024-01-01,71
P150,2024-01-01,34
P151,2024-01-01,60
P152,2024-01-01,31
P153,2024-01-01,149
P154,2024-01-01,54
P155,2024-01-01,443
P156,2024-01-01,46
P157,2024-01-01,112
P158,2024-01-01,102
P159,2024-01-01,52
P160,2024-01-01,96
P161,2024-01-01,29
P162,2024-01-01,74
P163,2024-01-01,136
P164,2024-01-01,149
P165,2024-01-01,40
P166,2024-01-01,96
P167,2024-01-01,76
P168,2024-01-01,115
P169,2024-01-01,62
P170,2024-01-01,73
P171,2024-01-01,144
P172,2024-01-01,62
P173,2024-01-01,127
P174,2024-01-01,74
P175,2024-01-01,58
P176,2024-01-01,60
P177,2024-01-01,575
P178,2024-01-01,79
P179,2024-01-01,38
P180,2024-01-01,28
P181,2024-01-01,117
P182,2024-01-01,67
P183,2024-01-01,40
P184,2024-01-01,93
P185,2024-01-01,96
P186,2024-01-01,33
P187,2024-01-01,75
P188,2024-01-01,138
P189,2024-01-01,340
P190,2024-01-01,68
P191,2024-01-01,71
P192,2024-01-01,151
P193,2024-01-01,77
P194,2024-01-01,77
P195,2024-01-01,41
P196,2024-01-01,30
P197,2024-01-01,169
P198,2024-01-01,35
P199,2024-01-01,103
P200,2024-01-01,40
P201,2024-01-01,76
P202,2024-01-01,19
P203,2024-01-01,144
P204,2024-01-01,116
P205,2024-01-01,188
P206,2024-01-01,32
P207,2024-01-01,73
P208,2024-01-01,90
P209,2024-01-01,84
P210,2024-01-01,300
P211,2024-01-01,94
P212,2024-01-01,35
P213,2024-01-01,74
P214,2024-01-01,64
P215,2024-01-01,48
P216,2024-01-01,140
P217,2024-01-01,56
P218,2024-01-01,51
P219,2024-01-01,57
P220,2024-01-01,114
P221,2024-01-01,100
P222,2024-01-01,78
P223,2024-01-01,58
P224,2024-01-01,42
P225,2024-01-01,72
P226,2024-01-01,47
P227,2024-01-01,83
P228,2024-01-01,196
P229,2024-01-01,35
P230,2024-01-01,58
P231,2024-01-01,28
P232,2024-01-01,107
P233,2024-01-01,28
P234,2024-01-01,32
P235,2024-01-01,174
P236,2024-01-01,32
P237,2024-01-01,72
P238,2024-01-01,147
P239,2024-01-01,122
P240,2024-01-01,43
P241,2024-01-01,50
P242,2024-01-01,125
P243,2024-01-01,62
P244,2024-01-01,39
P245,2024-01-01,32
P246,2024-01-01,46
P247,2024-01-01,53
P248,2024-01-01,148
P249,2024-01-01,101
P250,2024-01-01,32
P001,2024-02-01,35
P002,2024-02-01,37
P003,2024-02-01,68
P004,2024-02-01,113
P005,2024-02-01,27
P006,2024-02-01,34
P007,2024-02-01,89
P008,2024-02-01,46
P009,2024-02-01,85
P010,2024-02-01,89
P011,2024-02-01,62
P012,2024-02-01,123
P013,2024-02-01,121
P014,2024-02-01,28
P015,2024-02-01,91
P016,2024-02-01,50
P017,2024-02-01,65
P018,2024-02-01,30
P019,2024-02-01,32
P020,2024-02-01,197
P021,2024-02-01,50
P022,2024-02-01,30
P023,2024-02-01,56
P024,2024-02-01,57
P025,2024-02-01,76
P026,2024-02-01,162
P027,2024-02-01,57
P028,2024-02-01,62
P029,2024-02-01,36
P030,2024-02-01,140
P031,2024-02-01,59
P032,2024-02-01,43
P033,2024-02-01,124
P034,2024-02-01,128
P035,2024-02-01,78
P036,2024-02-01,24
P037,2024-02-01,251
P038,2024-02-01,226
P039,2024-02-01,125
P040,2024-02-01,40
P041,2024-02-01,62
P042,2024-02-01,106
P043,2024-02-01,107
P044,2024-02-01,34
P045,2024-02-01,42
P046,2024-02-01,61
P047,2024-02-01,424
P048,2024-02-01,60
P049,2024-02-01,81
P050,2024-02-01,35
P051,2024-02-01,25
P052,2024-02-01,59
P053,2024-02-01,50
P054,2024-02-01,72
P055,2024-02-01,67
P056,2024-02-01,248
P057,2024-02-01,76
P058,2024-02-01,120
P059,2024-02-01,84
P060,2024-02-01,143
P061,2024-02-01,28
P062,2024-02-01,54
P063,2024-02-01,136
P064,2024-02-01,62
P065,2024-02-01,84
P066,2024-02-01,93
P067,2024-02-01,97
P068,2024-02-01,217
P069,2024-02-01,111
P070,2024-02-01,155
P071,2024-02-01,131
P072,2024-02-01,106
P073,2024-02-01,55
P074,2024-02-01,67
P075,2024-02-01,40
P076,2024-02-01,95
P077,2024-02-01,24
P078,2024-02-01,36
P079,2024-02-01,51
P080,2024-02-01,41
P081,2024-02-01,32
P082,2024-02-01,90
P083,2024-02-01,92
P084,2024-02-01,192
P085,2024-02-01,168
P086,2024-02-01,105
P087,2024-02-01,259
P088,2024-02-01,60
P089,2024-02-01,40
P090,2024-02-01,57
P091,2024-02-01,52
P092,2024-02-01,55
P093,2024-02-01,48
P094,2024-02-01,95
P095,2024-02-01,77
P096,2024-02-01,49
P097,2024-02-01,91
P098,2024-02-01,67
P099,2024-02-01,70
P100,2024-02-01,79
P101,2024-02-01,55
P102,2024-02-01,108
P103,2024-02-01,134
P104,2024-02-01,130
P105,2024-02-01,42
P106,2024-02-01,51
P107,2024-02-01,27
P108,2024-02-01,54
P109,2024-02-01,122
P110,2024-02-01,67
P111,2024-02-01,168
P112,2024-02-01,40
P113,2024-02-01,44
P114,2024-02-01,108
P115,2024-02-01,72
P116,2024-02-01,92
P117,2024-02-01,68
P118,2024-02-01,101
P119,2024-02-01,29
P120,2024-02-01,54
P121,2024-02-01,69
P122,2024-02-01,50
P123,2024-02-01,47
P124,2024-02-01,84
P125,2024-02-01,82
P126,2024-02-01,48
P127,2024-02-01,212
P128,2024-02-01,110
P129,2024-02-01,96
P130,2024-02-01,24
P131,2024-02-01,87
P132,2024-02-01,61
P133,2024-02-01,147
P134,2024-02-01,265
P135,2024-02-01,206
P136,2024-02-01,63
P137,2024-02-01,64
P138,2024-02-01,104
P139,2024-02-01,33
P140,2024-02-01,29
P141,2024-02-01,44
P142,2024-02-01,119
P143,2024-02-01,85
P144,2024-02-01,163
P145,2024-02-01,29
P146,2024-02-01,34
P147,2024-02-01,58
P148,2024-02-01,115
P149,2024-02-01,57
P150,2024-02-01,47
P151,2024-02-01,58
P152,2024-02-01,31
P153,2024-02-01,125
P154,2024-02-01,53
P155,2024-02-01,123
P156,2024-02-01,61
P157,2024-02-01,127
P158,2024-02-01,89
P159,2024-02-01,83
P160,2024-02-01,82
P161,2024-02-01,30
P162,2024-02-01,77
P163,2024-02-01,271
P164,2024-02-01,147
P165,2024-02-01,23
P166,2024-02-01,97
P167,2024-02-01,78
P168,2024-02-01,143
P169,2024-02-01,66
P170,2024-02-01,71
P171,2024-02-01,145
P172,2024-02-01,71
P173,2024-02-01,297
P174,2024-02-01,104
P175,2024-02-01,55
P176,2024-02-01,78
P177,2024-02-01,289
P178,2024-02-01,94
P179,2024-02-01,45
P180,2024-02-01,28
P181,2024-02-01,87
P182,2024-02-01,81
P183,2024-02-01,42
P184,2024-02-01,90
P185,2024-02-01,78
P186,2024-02-01,28
P187,2024-02-01,106
P188,2024-02-01,156
P189,2024-02-01,422
P190,2024-02-01,85
P191,2024-02-01,69
P192,2024-02-01,185
P193,2024-02-01,30
P194,2024-02-01,60
P195,2024-02-01,57
P196,2024-02-01,29
P197,2024-02-01,132
P198,2024-02-01,36
P199,2024-02-01,126
P200,2024-02-01,53
P201,2024-02-01,84
P202,2024-02-01,59
P203,2024-02-01,132
P204,2024-02-01,121
P205,2024-02-01,271
P206,2024-02-01,40
P207,2024-02-01,74
P208,2024-02-01,80
P209,2024-02-01,81
P210,2024-02-01,230
P211,2024-02-01,98
P212,2024-02-01,30
P213,2024-02-01,98
P214,2024-02-01,55
P215,2024-02-01,42
P216,2024-02-01,117
P217,2024-02-01,44
P218,2024-02-01,76
P219,2024-02-01,54
P220,2024-02-01,87
P221,2024-02-01,102
P222,2024-02-01,64
P223,2024-02-01,63
P224,2024-02-01,42
P225,2024-02-01,80
P226,2024-02-01,46
P227,2024-02-01,70
P228,2024-02-01,175
P229,2024-02-01,49
P230,2024-02-01,54
P231,2024-02-01,29
P232,2024-02-01,87
P233,2024-02-01,30
P234,2024-02-01,38
P235,2024-02-01,144
P236,2024-02-01,25
P237,2024-02-01,80
P238,2024-02-01,136
P239,2024-02-01,555
P240,2024-02-01,37
P241,2024-02-01,58
P242,2024-02-01,557
P243,2024-02-01,0
P244,2024-02-01,49
